actionid,actiongroup,actionsubid,actiontitle,actiondesc,actionsubsubid
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_6,3.6 Increase sole use of items,"Allocate individuals to specific facilities, e.g. desks, sinks, showers. Avoid hot-desking.",334
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_6,3.6 Increase sole use of items,"Ban use of shared items in public places, such as prayer rugs and shisha pipes.",335
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_6,3.6 Increase sole use of items,"Ban exchange of recently used items, such as football shirts after matches.",336
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_7,3.7 Minimize reuse of objects,"Provide disposable cups, cutlery and plates (as long as these can be disposed of safely).",337
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_7,3.7 Minimize reuse of objects,"Stop customers from using their own, reusable food containers, e.g. in Starbucks across Europe, Middle East and Africa.",338
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_7,3.7 Minimize reuse of objects,"Ban use of reusable shopping bags, e.g. in California.",339
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_7,3.7 Minimize reuse of objects,"Suspend or postpone plastic bag bans or charges in grocery stores, to discourage use of reusable shopping bags, e.g. in the USA.",340
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_7,3.7 Minimize reuse of objects,Make single-use bags mandatory for home deliveries.,341
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_7,3.7 Minimize reuse of objects,Waive single-use bag charge for home deliveries.,342
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_7,3.7 Minimize reuse of objects,Replace whiteboard erasers in classrooms or offices with disposable wipes.,343
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_8,3.8 Use tools to avoid skin-to-object contact,"Use tools, such as tongs to pick up shopping and probes to enter PIN. Tools ideally designed to be multifunctional. Tool decontamination available at entry and exit.",344
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_8,3.8 Use tools to avoid skin-to-object contact,Use a personal pointer when touching shared screens instead of fingertips.,345
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_8,3.8 Use tools to avoid skin-to-object contact,"Provide gloves before using common facilities, such as petrol pumps and upon entry to shops. Provide bins to correctly dispose of gloves at end of use. ",346
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_8,3.8 Use tools to avoid skin-to-object contact,"Wear gloves during cooking and preparation of food, especially when handling raw produce.",347
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_8,3.8 Use tools to avoid skin-to-object contact,"Use paper towel to turn off tap after washing hands, rather than touching tap directly.",348
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_8,3.8 Use tools to avoid skin-to-object contact,Eat with utensils rather than fingers.,349
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_8,3.8 Use tools to avoid skin-to-object contact,Cover objects that require shared contact (e.g. eyepieces on microscopes) with cling film and replace between users.,350
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_8,3.8 Use tools to avoid skin-to-object contact,"Use a sponge or wet cloth to seal gummed envelopes, rather than licking them.",351
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_9,"3.9 Reduce touching with hands, fingers or palms","Use an elbow or back rather than hands to push heavier items, such as doors.",352
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_9,"3.9 Reduce touching with hands, fingers or palms","Redesign or adapt objects to allow operation with feet or elbows, e.g. hand sanitizer dispensers, water dispensers, taps, bins, gates, doors, in-store customer surveys. Could use 3D-printed parts (e.g. https://www.materialise.com/en/hands-free-door-opener).",353
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_9,"3.9 Reduce touching with hands, fingers or palms","Redesign or adapt objects to allow operation with (clothed) forearms, e.g. replace round knob-style door handles with lever handles.",354
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_9,"3.9 Reduce touching with hands, fingers or palms","Where hand contact is unavoidable (e.g. for doorbell or PIN keypad), use a finger joint rather than fingertip to touch objects.",355
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_9,"3.9 Reduce touching with hands, fingers or palms","Where hand contact is unavoidable (e.g. for doorbell or PIN keypad), use non-dominant hand to touch objects.",356
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_10,3.10 Use safer surfaces,"Add copper surfaces to communal/public spaces, especially in high-touch locations.",357
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_10,3.10 Use safer surfaces,Use paper instead of plastic bags.,358
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_10,3.10 Use safer surfaces,"Coat surfaces with anti-microbial, water-repellent and/or oil-repellent substances.",359
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Encourage regular, effective hand cleaning.",360
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,Encourage or require hand cleaning on arrival to and departure from a new location. ,361
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,Encourage or require hand cleaning before and after dealing with potentially contaminated items.,362
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,Encourage or require hand cleaning before and after eating.,363
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,Encourage hand cleaning before putting on or taking off face masks.,364
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Provide hand-washing facilities at entrances, exits and at areas of potential contamination.",365
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Provide alcohol-based hand sanitizers at entrances, exits and at areas of potential contamination (including on public transport).",366
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Move hand-cleaning facilities into more convenient positions, e.g. in centre rather than at side of corridor or doorway.",367
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Increase visibility of hand-cleaning facilities, e.g. by adding flashing lights.",368
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,Provide low-tech hand-cleaning stations in low-resource communities.,369
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Improve access to soap and water, or hand sanitizer, to those who lack access to basic hand-washing facilities. For example, the government of Ghana absorbed the cost of citizens’ water bills and arranged water tanker deliveries.",370
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Provide free soap or sanitizer to key workers and volunteers, such as bin collectors and delivery drivers, to encourage regular hand cleaning.",371
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Replace cheap soap or hand sanitizers with high quality, moisturizing handwash (to encourage regular hand washing).",372
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,Ensure hand cleaning facilities are regularly restocked or refilled.,373
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Provide training on effective hand cleaning, accepting varying guidance.",374
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Provide information on effective hand cleaning, accepting varying guidance.",375
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,Use signage in bathrooms that communicates the risks of not washing hands.,376
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,Use simple signage to remind people to regularly clean their hands (not necessarily with any information on how to do so).,377
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Monitor people during hand cleaning to ensure they are doing it effectively. This could be done, for example, in person or via cameras.",378
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Provide feedback on hand cleaning performance, to individuals or groups.",379
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"If a tap is programmed to run only for a set period of time, ensure that time is long enough to allow thorough hand washing. Extending the time also reduces the need to press tap again mid-wash.",380
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,Ensure that tap water temperature is not too hot so that hands can be held under whilst washing. ,381
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,"Replace separate taps with a single mixer tap, to allow user to adjust water temperature.",382
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,Ensure sinks are deep enough to facilitate effective hand-washing and to avoid accidental touching of the sink while washing hands.,383
4,4. ENHANCE CLEANING AND HYGIENE,4_1,4.1 Improve hand hygiene practice,Remind individuals to avoid touching other items or their face during use of communal hand- cleaning facilities. Only touch items/face once hand cleaning is complete.,384
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Encourage people to avoid touching their face.,385
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Use vibrating band on wrist or elbow (e.g. https://www.elbaware.nz/) to discourage face touching.,386
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Use computer application (e.g. https://donottouchyourface.com/) to discourage face touching.,387
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,"Treat conditions that may trigger face touching, e.g. itchy skin or dry eyes.",388
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Clean hands thoroughly before and after touching face.,389
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,"Use tools, such as tissues, when scratching an itch on face.",390
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Use sleeve rather than hands to touch face.,391
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Discourage spitting in public places.,392
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,"Discourage use of saliva on sports balls, e.g. cricket balls and baseballs.",393
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,"Sneeze or cough into shoulder or elbow, rather than hand.",394
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,"Carry tissues and place them in a bin after coughing, sneezing, or wiping face, rather than using clothing or handkerchiefs.",395
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,"Use tissues only once, before throwing away.",396
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Increase the number of waste bins available for disposing of tissues in public places.,397
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Facilitate washing and/or disposal of face masks after use. ,398
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Offer personal protective equipment in vending machines.,399
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Use condoms or dental dams during intimate activities.,400
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,"Encourage people to shower upon returning home (particularly healthcare workers, bus drivers, shop workers, etc.).",401
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,"Increase the availability of shower facilities at the workplace (particularly for healthcare workers, bus drivers, shop workers, etc.).",402
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Disinfect shoes in a foot bath when moving between buildings/rooms.,403
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Install and use alcohol nebulizers in public places.,404
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,"Restrict activities to workers who have passed a test of their knowledge of hygiene, as in the Finnish system of Hygiene Passports.",405
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,Make people sign a commitment to good hygiene practices.,406
4,4. ENHANCE CLEANING AND HYGIENE,4_2,4.2 Improve other aspects of personal hygiene,"Provide personal hygiene advice in print and broadcast media, via public announcement systems and social media, or through community health workers.",407
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,"Regularly clean high-risk objects, touched frequently by many different people, e.g. taps, petrol pumps, door handles, pin machines, self-service touch screens, shopping trolleys, handrails, desks, keyboards, door handles, printers, water coolers, toys, mobile phones, braille signs.",408
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,"Regularly clean high-risk areas, used frequently by many different people, e.g. canteen, toilet and washroom areas, playgrounds. ",409
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,Ensure surfaces are visibly free of dirt before disinfecting them.,410
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,"Sterilize areas that have been in contact with raw food products, which may be contaminated.",411
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,Use disposable wipes to clean shared surfaces and facilities before use.,412
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,Provide facilities for safe disposal of used wipes.,413
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,"Encourage or require people to carry their own disinfectant to routinely use before touching shared objects, such as door handles.",414
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,"Provide disinfectant in/near high-risk locations such as card machines, door entry systems, toilets, communal kitchens.",415
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,Provide free disinfectant sprays and refilling stations.,416
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,"Make the spaces on public transport and other shared spaces easier to rapidly disinfect or wipe down, for example by using non-absorbent materials.",417
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,"Spray outdoor spaces and vehicles with disinfectant, from drones or aircraft.",418
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,Reduce the hours that shops and public transport are open to enable deep cleaning.,419
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,Deep clean any areas used by people who report COVID-19 symptoms.,420
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,"Provide clear guidance on effective ways of cleaning at home (including which disinfectants are already available at home, how to create home-made disinfectants, and which solutions are not effective).",421
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,"Create clear industry standards and expectations regarding disinfectant use in hotels, take-away restaurants, etc.",422
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,Clean packaging like cans before storing or opening.,423
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,Wash unpackaged produce (e.g. fruit and vegetables) thoroughly under running water before consumption.,424
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,"Thoroughly wash reusable items, such as mugs or straws, between uses.",425
4,4. ENHANCE CLEANING AND HYGIENE,4_3,4.3 Improve cleaning practice,"Thoroughly clean or wash second-hand items (e.g. from thrift stores, garage sales or online auctions) before use.",426
4,4. ENHANCE CLEANING AND HYGIENE,4_4,4.4 Improve laundry practice,"Change and wash clothing on returning home or after possible contamination (particularly for healthcare workers, bus drivers, shop workers, etc.).",427
4,4. ENHANCE CLEANING AND HYGIENE,4_4,4.4 Improve laundry practice,Avoid shaking dirty laundry before washing to reduce the possibility of dispersing virus through the air.,428
4,4. ENHANCE CLEANING AND HYGIENE,4_4,4.4 Improve laundry practice,"Wash and dry laundry bags, or disinfect basket.",429
4,4. ENHANCE CLEANING AND HYGIENE,4_4,4.4 Improve laundry practice,Wash laundry at an appropriate temperature and with an appropriate amount of detergent.,430
4,4. ENHANCE CLEANING AND HYGIENE,4_4,4.4 Improve laundry practice,Dry laundry completely before wearing.,431
4,4. ENHANCE CLEANING AND HYGIENE,4_4,4.4 Improve laundry practice,"Fold laundry at home, rather than in public places such as a launderette.",432
4,4. ENHANCE CLEANING AND HYGIENE,4_4,4.4 Improve laundry practice,Support people whose access to clothes washing facilities may be limited due to economic situation or lockdown regulations.,433
4,4. ENHANCE CLEANING AND HYGIENE,4_4,4.4 Improve laundry practice,"Dry laundry outdoors, in sunlight, where possible.",434
4,4. ENHANCE CLEANING AND HYGIENE,4_5,4.5 Use ultraviolet (UV) radiation for disinfection,"Disinfect objects such as post, money, phones or keys with UV-C.",435
4,4. ENHANCE CLEANING AND HYGIENE,4_5,4.5 Use ultraviolet (UV) radiation for disinfection,Disinfect food surfaces with UV-C.,436
4,4. ENHANCE CLEANING AND HYGIENE,4_5,4.5 Use ultraviolet (UV) radiation for disinfection,Disinfect high-touch surfaces such as handrails with UV-C.,437
4,4. ENHANCE CLEANING AND HYGIENE,4_5,4.5 Use ultraviolet (UV) radiation for disinfection,"Disinfect rooms, vehicles or similar infrastructure with UV-C.",438
4,4. ENHANCE CLEANING AND HYGIENE,4_5,4.5 Use ultraviolet (UV) radiation for disinfection,"Increase sunlight in buildings, e.g. by keeping blinds open.",439
4,4. ENHANCE CLEANING AND HYGIENE,4_6,4.6 Leave items or areas to decontaminate,"Place non-urgent, non-perishable, post-delivered items (e.g. letters and packages) in bags and wait before opening.",440
4,4. ENHANCE CLEANING AND HYGIENE,4_6,4.6 Leave items or areas to decontaminate,"Use boxes to collect mail, with the opportunity to inspect without touching so the recipient can decide whether to open or leave to disinfect.",441
4,4. ENHANCE CLEANING AND HYGIENE,4_6,4.6 Leave items or areas to decontaminate,"Deliver items into storage lockers, perhaps with an enforced or encouraged delay between delivery and collection.",442
4,4. ENHANCE CLEANING AND HYGIENE,4_6,4.6 Leave items or areas to decontaminate,Quarantine communal items (e.g. library books or rejected non-perishable items in shops) before re-issue or re-stocking.,443
4,4. ENHANCE CLEANING AND HYGIENE,4_6,4.6 Leave items or areas to decontaminate,"Quarantine second-hand items (e.g. from thrift stores, garage sales or online auctions) before use.",444
4,4. ENHANCE CLEANING AND HYGIENE,4_6,4.6 Leave items or areas to decontaminate,Double bag personal protective equipment and leave to decontaminate before disposal.,445
4,4. ENHANCE CLEANING AND HYGIENE,4_6,4.6 Leave items or areas to decontaminate,Store items that could be contaminated (e.g. shopping bags) so the one stored longest is taken first. ,446
4,4. ENHANCE CLEANING AND HYGIENE,4_6,4.6 Leave items or areas to decontaminate,As a principle select the least-recently-used first for anything shared (e.g. hotel rooms or vehicle fleet). Employ a rotation system.,447
4,4. ENHANCE CLEANING AND HYGIENE,4_6,4.6 Leave items or areas to decontaminate,Where multiple options occur (e.g. bus seats on relatively empty buses) or can be created (e.g. line of chairs in front of someone running a series of one-to-one meetings) allocate seats to minimize overlap and maximize time since last used.,448
4,4. ENHANCE CLEANING AND HYGIENE,4_6,4.6 Leave items or areas to decontaminate,Encourage or require pause between shared use of common facilities such as toilets.,449
5,5. REDUCE TRANSMISSION THROUGH WASTE WATER,5_1,5.1 Maintain wastewater systems,"Explore and address causes of foul smells in bathrooms, kitchens, or wash areas.",450
5,5. REDUCE TRANSMISSION THROUGH WASTE WATER,5_1,5.1 Maintain wastewater systems,Fit functioning U-bends on water appliances in bathrooms and kitchens. ,451
5,5. REDUCE TRANSMISSION THROUGH WASTE WATER,5_1,5.1 Maintain wastewater systems,Open a tap on all water appliances for at least 5 seconds twice a day (morning and evening) paying special attention to floor drains in bathrooms and wetrooms to prevent the loss of the water-trap seal within a U-bend.,452
5,5. REDUCE TRANSMISSION THROUGH WASTE WATER,5_1,5.1 Maintain wastewater systems,"If the wastewater pipework from an appliance appears to be disconnected or open, seal it immediately (e.g. use an elastic rubber glove or plastic bag to cover the end).",453
5,5. REDUCE TRANSMISSION THROUGH WASTE WATER,5_1,5.1 Maintain wastewater systems,Quickly seal cracks or leaks in pipework.,454
5,5. REDUCE TRANSMISSION THROUGH WASTE WATER,5_1,5.1 Maintain wastewater systems,Continuously monitor whole system performance (for large or tall buildings).,455
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_1,6.1 Physical distancing involving non-human animals,Encourage physical distancing measures between humans and wild/pet animals.,456
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_1,6.1 Physical distancing involving non-human animals,"Minimize touching, food sharing and direct contact of suspected infected persons with pet animals, such as cats, to reduce risks of disease transmission.",457
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_1,6.1 Physical distancing involving non-human animals,Reduce contact between pet animals (e.g. separate food and water bowls; keeping in separate rooms) that have been in contact with people that may/do have COVID-19.,458
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_1,6.1 Physical distancing involving non-human animals,"Keep pet cats indoors when possible, especially when there is a risk they may be infected, e.g. if someone in the household has symptoms of COVID-19 or when the infection rate in the general population is high.",459
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_1,6.1 Physical distancing involving non-human animals,"Walk dogs on a leash, physically distant from people.",460
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_1,6.1 Physical distancing involving non-human animals,Keep dogs close to owner when out walking (whether on a lead or not).,461
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_1,6.1 Physical distancing involving non-human animals,Avoid taking pets to public places where many people gather.,462
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_1,6.1 Physical distancing involving non-human animals,"Where possible, have another member of household or bubble care for pet if owner has/may have COVID-19.",463
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_1,6.1 Physical distancing involving non-human animals,Avoid using dog-walkers or pet-sitters that are not part of pet/owner’s household.,464
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_1,6.1 Physical distancing involving non-human animals,"Rescue, treat and rehome feral animals.",465
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_1,6.1 Physical distancing involving non-human animals,Avoid contact with feral animals otherwise.,466
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_2,6.2 Improve hygiene involving non-human animals,Disinfect and safely dispose of potentially contaminated matter (e.g. used cat litter) from pets that may be infected with COVID-19.,467
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_2,6.2 Improve hygiene involving non-human animals,"Wash pets before handing to others, e.g. veterinarians.",468
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_2,6.2 Improve hygiene involving non-human animals,"Wash hands after handling animals, their food or their waste.",469
6,6. REDUCE TRANSMISSION THROUGH NON-HUMAN ANIMALS IN THE COMMUNITY,6_2,6.2 Improve hygiene involving non-human animals,"Clean up after pets, especially in public areas.",470
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,Impose international travel restrictions or border closures in response to national indicators of infection load or presence of novel viral variants.,471
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,"Suspend tourist visas, e.g. in Zambia and for pilgrims entering Saudi Arabia.",472
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,"Prohibit international sporting events, e.g. Tokyo 2020 Olympics and general ban in South Africa.",473
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,Ban away fans from sporting events.,474
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,"Establish “air bridges” or “travel bubbles” between countries with low, or similar, infection loads.",475
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,Impose regional travel restrictions in response to regional indicators of infection load or presence of novel viral variants.,476
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,"Isolate communities and monitor movements in and out through a limited number of checkpoints, e.g. in China.",477
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,"Prohibit or discourage travel from urban centres to second/family homes in rural communities, to reduce burden on rural health infrastructure. For example, Norwegians were banned from summer cottages.",478
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,"Encourage people to visit recreational sites as close as possible to their home, and ideally those that can be reached by personal transport.",479
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,"Suspend intercity travel services, e.g. interstate buses and tourist coaches in Brazil.",480
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,"Restrict long-distance travel to specific purposes (e.g. essential work, family emergency, care of relatives) with a clear and enforceable definition of what constitutes long-distance (e.g. a maximum travel radius, crossing local authority boundaries, moving between settlements or going further than strictly necessary for a given task).",481
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,"Establish punishments for not obeying rules/guidelines on travel including falsely providing travel history, e.g. in Singapore.",482
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,"Provide incentives for avoiding travel (e.g. refunds for booked tickets, coupons for choosing to cancel tickets).",483
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,Make information readily available on infection risk and travel restrictions.,484
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_1,7.1 Reduce large-scale movement that exacerbates problem,Stop or restrict contact with societies that currently have minimal contact and so unlikely to be infected.,485
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_2,7.2 Reduce transmission risk of those travelling,Apply the options described in sections above to transport systems.,486
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_2,7.2 Reduce transmission risk of those travelling,"Encourage passengers to arrive well in advance of departure, allowing time to observe hygiene protocols and avoiding last-minute rushing around.",487
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_2,7.2 Reduce transmission risk of those travelling,"Encourage passengers not to arrive too early, to reduce the number of people in stations, airports or terminals.",488
7,7. RESTRICT DISEASE SPREAD BETWEEN AREAS,7_2,7.2 Reduce transmission risk of those travelling,"Encourage or require quarantine prior to international travel, especially if recently in contact with an infected individual.",489
